,Unnamed: 0,thought,original_label,cleaned_thought,all-mpnet-base-v2 x,all-mpnet-base-v2 y,all-MiniLM-L12-v2 x,all-MiniLM-L12-v2 y,All-Distilroberta-v1 x,All-Distilroberta-v1 y,all-mpnet-base-v2 k-mean,all-MiniLM-L12-v2 k-mean,All-Distilroberta-v1 k-mean,all-mpnet-base-v2 aglo,all-MiniLM-L12-v2 aglo,All-Distilroberta-v1 aglo
257,257,I am a bad person.,"labeling,negative feeling or emotion",bad person,8.611276,9.977779,7.0912232,2.376264,8.373224,3.4372666,11,4,9,2,0,2
258,258,I might be having a serious illness,catastrophizing,might serious illness,14.046473,9.987695,13.310676,4.3519497,6.201273,-0.1382131,6,15,14,2,1,2
259,259,I guess he doesn't like me anymore,mind reading,guess doesnt like anymore,0.93457854,6.0742235,-1.490223,4.2700524,14.8882065,8.053547,1,16,3,0,0,1
260,260,I feel like an outcast,emotional reasoning,feel like outcast,5.5638747,10.231893,-0.5066175,0.3880902,6.932473,2.6630008,4,10,2,0,0,2
261,261,You hardly communicate what you need at all. How am I supposed to help?,"personalizing,blaming,negative feeling or emotion",hardly communicate need supposed help,5.1186266,8.979021,5.0595684,2.975519,-1.6422166,8.445878,10,10,5,2,0,0
262,262,I hate Republicans,negative feeling or emotion,hate republican,4.853152,8.807809,0.6778738,0.5530627,9.209792,5.8738437,17,4,16,0,0,3
263,263,I didn't get the job,fortune telling,didnt get job,14.212978,-0.25470027,4.251434,4.337436,-4.753729,9.924369,5,7,1,1,2,0
264,264,I am unable to do this simply damned thing.,"all-or-nothing thinking,negative feeling or emotion,labeling",unable simply damned thing,14.680627,7.878595,7.228621,6.746223,-2.3444135,3.963458,15,17,4,2,2,4
265,265,Why would you wait until the last minute to ask me this.,blaming,would wait last minute ask,15.990627,0.10722862,2.5836954,7.545887,-3.2445328,10.915855,7,3,6,1,2,0
266,266,I feel unloved and unwanted by my mother and siblings,all-or-nothing thinking,feel unloved unwanted mother sibling,5.549528,5.1945357,-0.54058343,0.37202048,8.518064,3.6457727,10,8,2,2,0,2
267,267,"I worked hard on these jobs, and was sure I had done well.",negative feeling or emotion,worked hard job sure done well,12.081171,1.1304388,5.371759,6.873268,-6.5655856,7.487469,16,3,12,1,2,0
268,268,She needs to stop discussing this.,"negative feeling or emotion,blaming,mind reading",need stop discussing,4.7098618,-0.90292794,-4.701396,10.464122,14.678347,2.2909877,3,1,8,0,4,1
269,269,Does nobody want to talk to me?,"mind reading,personalizing",nobody want talk,3.0663407,7.9401226,-1.8499964,1.1001943,8.971026,6.28258,17,10,16,0,0,3
270,270,Why is it still messed up?,all-or-nothing thinking,still messed,9.736706,1.465674,4.2150135,8.589403,-2.2239695,7.8139205,0,0,6,1,2,0
271,271,Would anyone care if I died?,overgeneralizing,would anyone care died,10.710765,11.376868,10.097328,-1.0630615,7.0049524,2.6030834,2,4,16,2,1,2
272,272,im not very attractive,all-or-nothing thinking,im attractive,4.943859,11.654813,-0.8811201,-0.66501886,9.304611,5.125615,4,8,16,0,0,3
273,273,I will go crazy if I don't control my racing thoughts,blaming,go crazy dont control racing thought,13.616897,11.011714,10.782983,-3.7758753,6.033829,-1.1807998,6,11,14,2,1,2
274,274,I am a failure,negative feeling or emotion,failure,11.800915,7.6631155,12.949499,4.4287825,-2.4373758,6.0343785,15,14,4,2,1,0
275,275,I'm never going to be useful to society and it isn't worth living in because humans are extremely hard to understand,"overgeneralizing,fortune telling,negative feeling or emotion",im never going useful society isnt worth living human extremely hard understand,8.953417,10.862777,6.33987,2.5318434,-2.253949,5.963867,11,2,1,2,0,0
276,276,my brother is very careless as he has the feeling that there is no one to ask him as his sister is the one who is senior,none,brother careless feeling one ask sister one senior,5.7424736,4.546208,1.7753563,8.581423,13.537135,8.653708,14,13,15,1,2,1
277,277,i am not able to control my eating habits,negative feeling or emotion,able control eating habit,-6.866206,11.3528805,14.115733,8.070162,-1.1337677,0.73939043,9,9,10,2,3,4
278,278,why don't i have friends? why am i not social? SIGH!,all-or-nothing thinking,dont friend social sigh,2.8918877,8.10492,-1.849312,1.0976752,9.51567,4.2414393,4,10,16,0,0,2
279,279,im ready to die,"emotional reasoning,disqualifying the positive",im ready die,10.53299,14.344645,10.806353,-2.0805554,5.6920667,1.1772046,2,11,14,2,1,2
280,280,i'm not good enough,all-or-nothing thinking,im good enough,12.877226,7.796228,8.093982,2.3661208,-2.132261,4.179454,15,17,4,2,0,4
281,281,i cant trust people,emotional reasoning,cant trust people,8.730917,9.825688,-1.1688634,9.303554,11.074669,1.4995884,10,13,0,2,2,2
282,282,I'm so exhausted,negative feeling or emotion,im exhausted,13.870421,9.984822,11.295283,5.1369834,5.089356,0.72755075,15,15,14,2,1,2
283,283,ill never be able to find a good job,"fortune telling,catastrophizing",ill never able find good job,15.79247,0.87902194,7.5104146,2.4556558,-3.2545815,6.421558,5,7,1,1,0,0
284,284,I am being disrespected,"labeling,disqualifying the positive,negative feeling or emotion",disrespected,7.0921526,-0.9122323,-1.3568959,1.7712374,6.8295903,11.1421,16,8,11,1,0,3
285,285,maybe she doesn't like me anymore.,mind reading,maybe doesnt like anymore,1.7387649,0.5701348,-5.340873,9.456215,15.818073,4.821373,13,1,8,0,4,1
286,286,I'm always late , Overgeneralization,im always late,15.9974165,0.08477334,2.806002,5.048452,-3.9160147,10.67915,7,3,6,1,2,0
287,287,I'm late for the meeting. Everyone will look down upon me , Mind reading,im late meeting everyone look upon,16.156212,0.02026674,2.1761477,4.441778,-4.446896,10.192677,7,3,6,1,2,0
288,288,I'm late for the meeting. This shows what a jerk I am , Labeling,im late meeting show jerk,16.094261,0.05057433,2.3351865,4.6358533,-4.318259,10.309316,7,3,6,1,2,0
289,289,I'm late for the meeting. I'll make a fool of myself , Labeling,im late meeting ill make fool,16.288023,0.11209121,2.1002502,4.342311,-4.373451,10.308379,7,3,6,1,2,0
290,290,I'm late for the meeting. I never do anything right , Overgeneralization,im late meeting never anything right,15.975532,0.09494477,2.7057657,4.991126,-4.5750747,10.022489,7,3,6,1,2,0
291,291,My tire is flat. I'm so stupid , Labeling,tire flat im stupid,13.739326,1.4820933,9.9793215,3.9931724,-1.2556775,7.62811,0,17,6,1,1,0
292,292,My tire is flat. I should have gotten a new tire last month , Should statements,tire flat gotten new tire last month,13.754759,1.4431875,9.894857,3.9757617,-1.1293495,7.51874,0,17,6,1,1,0
293,293,My tire is flat. I must have gotten a new tire last month , Should statements,tire flat must gotten new tire last month,13.751881,1.4843495,9.858367,4.0080514,-1.0896173,7.5137367,0,17,6,1,1,0
294,294,Everyone knows how disorganized and selfish I am , Mind reading,everyone know disorganized selfish,8.370888,11.033416,0.9230794,0.11090437,7.327176,4.597928,11,4,2,2,0,3
295,295,I'm completely self-centered and thoughtless , All-or-nothing thinking,im completely selfcentered thoughtless,8.5883255,11.166436,9.01478,-1.3188747,6.8210816,2.828225,11,11,2,2,1,2
296,296,My roommate asked me to clean the apartment. She probably hates me , Mind reading,roommate asked clean apartment probably hate,4.2900157,-0.7781374,-1.2307353,9.24927,15.609623,5.253467,13,13,15,0,2,1
297,297,A good mother spends time with her kids on some activity every night , Overgeneralization,good mother spends time kid activity every night,9.944819,-0.009954076,4.2974873,9.741536,11.933294,1.6328889,14,12,9,1,2,2
298,298,I'm a total failure , All-or-nothing thinking,im total failure,11.728037,7.719806,13.104113,4.4421344,-2.4820533,6.002583,8,14,4,2,1,0
299,299,I never do anything right , Overgeneralization,never anything right,12.189267,7.1212697,8.413751,5.447197,-3.004439,4.6921115,15,17,4,2,1,0
300,300,I always do lousy on tests , Overgeneralization,always lousy test,12.414512,5.661458,11.542561,7.386056,-8.130109,6.87424,8,5,12,2,3,0
301,301,"The test makes me nervous, so I won't do well on it ", Emotional reasoning,test make nervous wont well,12.736831,5.881287,11.591281,7.2734156,-8.092866,6.9051704,8,5,12,2,3,0
302,302,I'll have to skip this section of the book , Fortune telling,ill skip section book,14.717321,7.801904,11.585583,5.9721837,-2.593921,3.8892338,8,5,4,2,1,4
303,303,They made a terrible mistake by choosing me , Mind reading,made terrible mistake choosing,4.346811,5.93876,1.0286269,3.3283443,-1.7599423,8.182348,17,6,6,0,2,0
304,304,My writing is too drab , Catastrophizing,writing drab,12.238069,3.6881888,11.398754,5.3966255,-5.698414,5.8128405,8,5,12,1,1,0
305,305,They are not interesting , Labeling,interesting,5.7925215,10.326359,-0.68916285,0.28216937,7.3851614,4.698204,4,10,16,0,0,3
306,306,They are boring , Labeling,boring,5.71043,10.257212,-0.66492975,0.31418982,7.3949265,4.697279,4,10,16,0,0,3
307,307,I know this is bad because I feel bored , Emotional reasoning,know bad feel bored,6.3417287,10.474369,9.812029,3.8632462,5.7853293,1.5040257,11,15,14,0,1,2
308,308,This party will be a drag , Fortune telling,party drag,14.875817,-1.3525343,-1.5189351,4.255625,6.4872804,11.36692,12,10,7,1,0,3
309,309,I never get what I want , Overgeneralization,never get want,13.637048,8.408273,8.238287,2.4435337,-2.6008172,3.9042323,15,17,4,2,0,4
310,310,I'll forget what I'm supposed to say , Fortune telling,ill forget im supposed say,15.503587,2.7427046,6.7926717,7.4254327,-2.9621966,11.153597,7,0,6,2,2,0
311,311,My speech isn't any good , All-or-nothing thinking,speech isnt good,14.854314,2.609635,7.6299524,2.7539358,-5.71892,5.8664722,7,17,12,2,1,0
312,312,My mind will blank out , Fortune telling,mind blank,14.00176,10.014418,10.819371,-3.127947,-1.4547216,4.4501076,6,11,14,2,1,4
313,313,I'll make a fool of myself , Labeling,ill make fool,16.72064,1.9124786,1.6307017,3.9952223,-4.6345,9.541442,7,6,5,2,2,0
314,314,What did I do to foul things up? , Personalization,foul thing,11.147086,2.7169375,4.340889,8.578661,6.4515715,11.529237,0,0,11,1,2,3
315,315,I'll never get this done , Fortune telling,ill never get done,14.691354,8.266524,8.306186,5.539432,-2.8678586,4.279476,15,17,1,2,1,4
316,316,I should be well by now , Should statements,well,13.902018,9.593102,12.577884,4.5444617,5.5275774,0.64686763,15,15,14,2,1,2
317,317,I must be well by now , Should statements,must well,13.794201,9.596368,11.380406,4.5614877,5.395352,0.6252874,15,15,14,2,1,2
318,318,I'm not getting anywhere , All-or-nothing thinking,im getting anywhere,14.332392,8.8560095,9.5972805,3.3983564,-2.3035035,3.8619146,15,17,4,2,1,4
319,319,That improvement was a fluke , Disqualifying the positive,improvement fluke,11.066756,2.7978504,7.585155,8.110447,-6.7606955,6.7029724,8,5,12,1,3,0
320,320,I'll never get better , Catastrophizing,ill never get better,13.7732935,9.337227,9.622621,3.4473274,-2.1958127,4.2129936,15,17,4,2,1,4
321,321,I just can't control myself , All-or-nothing thinking,cant control,13.562908,11.040661,10.933693,-1.8863505,5.985876,-0.9970922,6,11,14,2,1,2
322,322,I must look like a balloon , Labeling,must look like balloon,5.208175,11.388103,9.732545,3.9529514,7.342018,4.09753,4,15,16,0,1,2
323,323,My dieting and jogging all week have gone down the drain , Disqualifying the positive,dieting jogging week gone drain,-6.8977203,11.320946,14.105102,8.172944,-1.0202953,0.60384095,9,9,10,2,3,4
324,324,I shouldn't have eaten that , Should statements,shouldnt eaten,11.660582,-0.22252312,8.628624,10.11405,6.8817453,12.494108,0,9,13,1,3,3
325,325,I mustn't have eaten that , Should statements,mustnt eaten,11.740134,-0.24578466,8.696531,10.201531,7.1805835,12.268969,0,9,13,1,3,3
326,326,I'm going to pig out all weekend , Fortune telling,im going pig weekend,16.926151,1.7303872,7.2942243,7.283792,-1.3042239,0.9909303,7,17,10,1,2,4
327,327,I'm a bad mother , Labeling,im bad mother,10.417425,0.06274838,4.383543,9.851087,11.144858,1.4882073,14,12,9,1,2,2
328,328,"The recruiters didn't call me. I haven't got the job, in the past when I was successful, I was called straight away ", Overgeneralizing,recruiter didnt call havent got job past successful called straight away,13.914036,-0.49770507,4.2327456,4.3605843,-4.865243,10.29662,5,7,1,1,2,0
329,329,I will end up with no career , Catastrophizing,end career,17.221205,1.1456507,8.181497,2.1555092,-3.173277,6.514253,5,7,1,1,0,0
330,330,I will end up with no money , Catastrophizing,end money,17.229897,1.2976419,6.4096727,2.508557,-2.3831196,6.1675434,7,7,1,1,0,0
331,331,I haven't got the job , Fortune telling,havent got job,14.938919,0.06245792,4.3477554,4.249663,-4.8665743,9.871134,5,7,1,1,2,0
332,332,I spent 3 hours but was only able to make 2 slides. I've wasted all that time , Disqualifying the positive,spent hour able make slide ive wasted time,15.415551,3.308144,6.542453,7.3413973,-6.7036347,7.3635993,15,3,12,2,2,0
333,333,Looks like the customer got scared , Mind reading,look like customer got scared,12.460458,1.1890783,13.934374,8.142615,7.851765,11.620457,0,9,13,1,3,3
334,334,I have made the matters worse , Personalization,made matter worse,11.022788,2.782069,5.035692,6.5475388,7.370645,4.6021976,0,6,9,1,2,3
335,335,A stranger looked at your dress. She thought that I look stupid , Mind reading,stranger looked dress thought look stupid,4.2607317,-0.77354634,-5.454265,8.657991,15.822565,4.8374186,13,1,8,0,4,1
336,336,I should have never worn these jeans , Should statements,never worn jean,10.186365,-0.015666917,7.5441337,9.350838,5.8864617,12.190307,0,0,13,1,3,3
337,337,I must have never worn these jeans , Should statements,must never worn jean,9.867201,0.06055923,7.525839,9.340952,5.9152417,12.198719,0,0,13,1,3,3
338,338,I almost failed in a subject. I have ruined everything , All-or-nothing thinking,almost failed subject ruined everything,12.279139,7.088929,11.684147,6.544774,-3.0477102,6.5971427,8,5,4,2,3,0
339,339,I only got good grades in two subjects. How could I have done so badly? , Disqualifying the positive,got good grade two subject could done badly,12.222614,5.5567436,11.206137,8.225593,-8.741989,7.0860806,8,5,12,2,3,0
340,340,I am a failure! , Labeling,failure,11.876424,7.564578,12.996717,4.209876,-2.5573351,6.960294,8,14,4,2,1,0
341,341,I made a mistake in my presentation. People are going to think I am stupid , Mind reading,made mistake presentation people going think stupid,14.802726,2.524324,7.088393,7.2003736,-2.464739,7.413883,7,0,6,2,2,0
342,342,I'm such an idiot , Labeling,im idiot,12.400783,3.3779674,7.4506063,2.5246356,-1.4316376,7.7790604,0,4,6,1,0,0
343,343,The meal should have been perfect , Should statements,meal perfect,13.994558,-0.720468,8.7522335,10.172193,8.313718,11.275037,12,9,13,1,3,3
344,344,The meal must have been perfect , Should statements,meal must perfect,13.952259,-0.6266053,8.762763,10.187838,8.306835,11.284528,12,9,13,1,3,3
345,345,My friends are not replying to my messages. They obviously don't want to be friends with me , Mind reading,friend replying message obviously dont want friend,2.6850102,6.4025316,-1.9445765,2.6661966,9.312756,8.54848,17,10,7,0,0,3
346,346,My friends are not talking to me. It must be my fault , Personalization,friend talking must fault,2.8726842,6.231502,-1.6393535,2.1243463,9.454989,8.153617,17,10,7,0,0,3
347,347,I posted a joke online but none of my friends reacted. I will lose my friends because of this , Catastrophizing,posted joke online none friend reacted lose friend,3.3812096,5.4640136,-2.0146537,3.0016928,7.207861,11.230741,17,10,7,0,0,3
348,348,"If I am feeling this guilty right now, this must mean that I did something wrong ", Emotional reasoning,feeling guilty right must mean something wrong,11.145648,5.029919,7.434013,6.5932565,6.85621,2.822194,0,15,9,2,2,2
349,349,Maybe people found my joke offensive , Mind reading,maybe people found joke offensive,3.5212984,5.334692,-1.7662672,3.3433764,7.1238565,11.280432,17,10,7,0,0,3
350,350,I shouldn't have changed my hair , Should statements,shouldnt changed hair,9.999099,0.21544532,7.4865055,9.320143,6.1152987,12.373288,0,0,13,1,3,3
351,351,Most of them didn't mention my hair , Catastrophizing,didnt mention hair,9.711518,0.5599502,7.2812304,9.070567,6.210355,12.426739,0,0,13,1,3,3
352,352,I am a lousy writer , Labeling,lousy writer,12.272565,3.7597613,11.390478,5.3580956,-5.726497,5.830538,8,5,12,1,1,0
353,353,I didn't win so I must be completely rubbish , All-or-nothing thinking,didnt win must completely rubbish,11.18339,2.900427,11.517841,5.603988,-6.1230693,6.1459894,8,5,12,1,1,0
354,354,Being a runner up means nothing , Disqualifying the positive,runner mean nothing,11.098994,2.8616366,11.63825,5.811142,-6.4663696,6.4037304,8,5,12,1,1,0
355,355,They probably made everyone a runner up to make people feel better , Mind reading,probably made everyone runner make people feel better,10.989414,2.8011978,11.625561,6.164412,-6.4699216,6.4067173,8,5,12,1,1,0
356,356,I will never become a successful writer , Fortune telling,never become successful writer,12.788492,3.6904013,9.906111,4.16581,-5.639985,5.784384,8,7,1,1,1,0
357,357,I am an awful person , Labeling,awful person,8.631145,9.953121,6.3365803,2.5402107,8.533507,3.4527373,11,4,9,2,0,2
358,358,They think that I am a horrible human being , Mind reading,think horrible human,4.2815714,5.8617964,0.1936128,2.6824005,9.021933,7.7381535,17,10,7,0,0,3
359,359,"I have lost my temper like this in the previous job and was called into a disciplinary meeting, I will probably lose my job over this ", Overgeneralization,lost temper like previous job called disciplinary meeting probably lose job,17.51586,0.86326087,-0.19829604,7.7363853,-2.5127964,10.020305,5,3,1,1,2,0
360,360,I will probably lose my job over this , Fortune telling,probably lose job,17.519144,0.87271875,5.0745554,3.262343,-3.3744156,9.01018,5,7,1,1,0,0
361,361,I feel so anxious maybe I left something turned on in the kitchen , Emotional reasoning,feel anxious maybe left something turned kitchen,16.448317,1.0842355,14.783581,8.442504,8.91473,10.029724,12,9,13,1,3,3
362,362,What if something falls on the coffee maker and turns in on , Fortune telling,something fall coffee maker turn,16.897598,1.0357666,14.810864,8.439392,8.945809,9.961714,12,9,13,1,3,3
363,363,What if the whole kitchen sets on fire , Catastrophizing,whole kitchen set fire,16.91828,1.1112591,14.814943,8.439254,8.988748,9.863665,12,9,13,1,3,3
364,364,My entire house will burn down , Catastrophizing,entire house burn,17.063961,1.57166,13.977206,8.18092,9.027028,9.573469,7,9,13,1,3,3
365,365,I will be homeless , Catastrophizing,homeless,17.149298,1.4271753,10.932454,-2.2646906,-2.018439,5.8495564,7,11,1,1,1,0
366,366,The doctor probably just didn't want to let me know , Mind reading,doctor probably didnt want let know,13.15711,3.7081516,11.802963,6.439805,8.283295,11.221166,6,15,11,1,3,3
367,367,They want to see me so this must be really bad , Disqualifying the positive,want see must really bad,3.716437,5.413874,-1.1785747,2.861631,8.870789,7.6247754,17,10,7,0,0,3
368,368,"The color in their work is so much more vibrant, mine doesn't look this good ", Comparing,color work much vibrant mine doesnt look good,10.025194,1.0311222,7.6043363,9.2767935,5.827593,12.181482,16,0,5,1,3,3
369,369,I bet people think now that I am a rubbish artist , Mind reading,bet people think rubbish artist,10.003537,1.0820749,7.395674,9.0339155,5.902946,12.001912,16,0,5,1,3,3
370,370,I shouldn't have posted it , Should statements,shouldnt posted,11.563411,0.40273833,7.556459,9.315801,6.1819134,12.397369,0,0,13,1,3,3
371,371,Grandma is going to be so angry with me , Mind reading,grandma going angry,5.1833754,-1.0008354,0.75768894,9.26995,15.764662,3.8443758,3,13,15,0,2,1
372,372,She is probably going to kick me out and never invite me over again , Catastrophizing,probably going kick never invite,4.319645,-0.80561566,-5.3394365,10.770979,15.453558,3.1171856,13,1,8,0,4,1
373,373,I am such an idiot , Labeling,idiot,12.408401,3.1570969,7.469441,2.5578985,-1.467472,7.850081,0,4,6,1,0,0
374,374,"If I couldn't make this relationship work, I will never succeed at finding a lifelong partner ", Overgeneralization,couldnt make relationship work never succeed finding lifelong partner,2.8129056,7.9413495,-2.7768464,-4.8548274,9.453981,4.369436,10,8,16,0,0,2
375,375,I am unlovable , Labeling,unlovable,5.398928,11.201092,-0.82759726,-0.34457767,8.526388,3.297614,4,8,16,0,0,2
376,376,"If she has cheated on me, then every next girl will probably do the same ", Overgeneralization,cheated every next girl probably,3.3887973,-0.4323636,-5.043077,10.704291,15.481963,3.080282,13,1,8,0,4,1
377,377,I can't believe I have lost her now , Disqualifying the positive,cant believe lost,2.9659066,1.1456082,-5.10948,10.728864,15.121131,2.7096598,13,1,8,0,4,1
378,378,She will not want to see me again , Fortune telling,want see,2.6757824,0.62326366,-5.4634867,10.836487,15.593525,3.1988392,13,1,8,0,4,1
379,379,She must think that I am a weirdo , Mind reading,must think weirdo,3.6507628,-0.59435064,-5.384273,9.043818,15.904699,4.224977,13,1,8,0,4,1
380,380,I should have ordered a milder dish , Should statements,ordered milder dish,14.619197,-1.1981229,8.758217,10.2028885,8.477739,11.125331,12,9,13,1,3,3
381,381,I must have ordered a milder dish , Should statements,must ordered milder dish,14.610081,-1.2348344,8.786044,10.234486,8.495065,11.097444,12,9,13,1,3,3
382,382,I'm late again. My boss will be furious with me like he was last week when I was late because I overslept , Overgeneralization,im late bos furious like last week late overslept,16.022474,0.05737368,2.4858701,7.638515,-3.139969,10.995549,7,3,6,1,2,0
383,383,I will lose my job over this , Catastrophizing,lose job,17.496655,0.9151687,5.166883,3.308203,-3.34162,8.967168,5,7,1,1,0,0
384,384,My present was much smaller in size than the others , Comparing,present much smaller size others,12.317238,-0.72192156,-1.2184986,9.283597,7.849477,11.205184,12,13,11,1,2,3
385,385,"She said she liked it, but she said that to everyone, so she was probably just trying to be nice ", Disqualifying the positive,said liked said everyone probably trying nice,4.1539783,-0.7390665,-5.3183722,9.401193,15.945596,4.3717327,13,1,8,0,4,1
386,386,I made this so awkward , Emotional reasoning,made awkward,11.232177,2.6868565,6.6135583,8.062935,7.364579,4.6167407,0,0,9,1,2,3
387,387,I will get murdered! , Catastrophizing,get murdered,16.578278,2.0874684,11.00017,-2.3049393,5.557611,1.5727057,7,11,14,2,1,2
388,388,My friend had been robbed last month and they broke in through the kitchen , Overgeneralization,friend robbed last month broke kitchen,7.10038,-0.9777642,0.06992373,7.9346447,8.8608465,10.372148,3,6,11,1,2,3
389,389,Something scary is in the kitchen , Emotional reasoning,something scary kitchen,16.70007,1.0061345,14.8054905,8.440699,8.920173,10.029731,12,9,13,1,3,3
390,390,"I have never done bowling before, so I will definitely be bad at this ", All-or-nothing thinking,never done bowling definitely bad,14.44361,8.497638,11.0893955,4.642071,6.29413,11.576111,8,17,7,2,1,3
391,391,Maybe they invited me to make fun of me , Mind reading,maybe invited make fun,3.565825,5.3497777,-1.5705994,4.135184,7.11393,11.343297,17,10,7,0,0,3
392,392,Maybe they knew that I would make a fool of myself , Mind reading,maybe knew would make fool,3.7141473,5.368668,0.4388951,3.744828,6.799726,11.436543,17,6,7,0,2,3
393,393,Something bad has happened to him , Catastrophizing,something bad happened,1.8686529,6.6528044,5.747162,7.410063,11.012022,7.81494,1,12,15,0,2,1
394,394,Maybe he doesn't like me anymore , Mind reading,maybe doesnt like anymore,0.7700982,6.109093,-1.5001183,4.4799433,14.971246,7.9074907,1,16,3,0,0,1
395,395,Maybe doesn't want to be my friend any longer , Mind reading,maybe doesnt want friend longer,1.3654714,5.904195,-5.175962,7.920314,14.79276,7.745451,13,1,3,0,0,1
396,396,I should have messaged him earlier , Should statements,messaged earlier,0.7426569,6.150151,-1.0255098,5.869138,14.93144,9.975804,1,16,3,0,2,1
397,397,I must message him earlier , Should statements,must message earlier,0.8018657,6.1405687,-1.0435736,5.8445587,14.892404,9.963781,1,16,3,0,2,1
398,398,I am such a bad friend , Labeling,bad friend,4.3778086,5.901294,6.941161,2.381953,8.439662,3.5676448,10,4,9,0,0,2
399,399,Her health could decline further , Fortune telling,health could decline,13.151296,3.8118298,11.21959,4.656879,8.12953,0.39394933,6,15,0,1,1,2
400,400,She could die , Catastrophizing,could die,13.255519,3.75406,11.910087,4.047019,8.131404,0.4128851,6,15,0,1,1,2
401,401,I should have visited her more often , Should statements,visited often,2.9441276,0.61946565,-5.2083817,10.777763,15.670235,3.280799,13,1,8,0,4,1
402,402,She probably thinks I am the worst grandchild ever , Mind reading,probably think worst grandchild ever,4.6086597,-0.8653234,2.4109778,8.997724,15.648591,3.5891466,3,12,15,0,2,1
403,403,I should have spent more time reading reviews before buying , Should statements,spent time reading review buying,12.072158,1.136762,6.902747,8.549619,5.6719675,12.126214,0,0,6,1,3,3
404,404,"I can return it and get a different one, but I have wasted so much time ", Disqualifying the positive,return get different one wasted much time,12.891912,1.2611856,6.7765136,7.87489,7.254477,11.86578,0,0,11,1,2,3
405,405,My niece's birthday party had twice the amount of people , Comparing,niece birthday party twice amount people,14.776258,-1.3612196,-1.3790257,4.70084,6.5365767,11.450354,12,10,7,1,0,3
406,406,I bet more people will cancel , Fortune telling,bet people cancel,17.305035,1.180943,5.246475,2.9629776,6.4067674,11.582074,7,7,7,1,0,3
407,407,There will be very few people there , Fortune telling,people,14.892612,-1.3064457,-1.4897205,4.2184467,6.486399,11.546147,12,10,7,1,0,3
408,408,"If there aren't many people there, the party simply can't be a success ", All-or-nothing thinking,arent many people party simply cant success,14.823506,-1.3718894,-1.4870654,4.3696814,6.5173006,11.508032,12,10,7,1,0,3
409,409,"Because I lost the elections, I'm a zero ", All-or-nothing thinking,lost election im zero,8.785503,10.565433,12.2170315,4.0039215,-1.9395441,5.7917094,11,14,4,2,1,0
410,410,I got a B on my exam. I'm a total failure , All-or-nothing thinking,got b exam im total failure,12.032137,7.2437735,11.557182,7.342786,-8.763448,7.11526,8,5,12,2,3,0
411,411,The birds are always crapping on my window , Overgeneralization,bird always crapping window,5.314036,4.460963,2.5604079,7.697962,7.299463,12.144191,17,3,11,1,2,3
412,412,I'm never going to get a date , Overgeneralization,im never going get date,4.6768966,11.919639,-2.8372846,-4.799191,9.288917,5.500612,4,8,16,0,0,3
413,413,My boss complimented me but they are just being nice , Disqualifying the positive,bos complimented nice,11.86822,-0.39528745,-0.044866733,7.8258176,-1.9294721,10.760397,16,3,5,1,2,0
414,414,Getting good marks was a fluke. It doesn't count , Disqualifying the positive,getting good mark fluke doesnt count,11.976097,5.391723,11.2108555,7.929892,-8.050152,6.856033,8,5,12,2,3,0
415,415,I made a mistake. How terrible , Catastrophizing,made mistake terrible,12.389874,3.2152734,6.6771,8.290007,-1.7624441,8.102845,0,0,6,1,2,0
416,416,I'm always a horrible mother , All-or-nothing thinking,im always horrible mother,10.069634,-0.09396301,4.347583,9.822281,11.447342,1.553539,14,12,9,1,2,2
417,417,I'm never going to get it together , All-or-nothing thinking,im never going get together,14.0819235,9.202243,9.270081,3.3188126,-2.9027693,4.3697157,15,17,1,2,1,4
418,418,My neighbor rushed by me and didn't even acknowledge me. I must have done something wrong , Mind reading,neighbor rushed didnt even acknowledge must done something wrong,7.243052,-0.90799195,-0.7748011,6.3522635,8.34141,11.263232,3,6,11,1,2,3
419,419,"I submitted my application, but I already know they won't call me back for an interview. ", Fortune telling,submitted application already know wont call back interview,13.867622,-0.5447441,4.278125,4.324613,-4.972907,10.175033,5,7,1,1,2,0
420,420,Why did I use that word in that email? I'm sure I'm going to get fired , Catastrophizing,use word email im sure im going get fired,17.529438,0.86553,4.875865,3.5826619,-3.4437504,9.065617,5,7,1,1,0,0
421,421,"Yeah I got a raise, but it's not big deal ", Disqualifying the positive,yeah got raise big deal,12.126763,-0.64571977,0.67224514,6.4871864,-3.1528525,10.93904,16,3,5,1,2,0
422,422,"I feel like crap, so I'm probably a crappy person ", Emotional reasoning,feel like crap im probably crappy person,10.636485,11.327557,9.331036,-0.27864254,5.0824766,1.211239,2,2,14,2,1,2
423,423,I should really exercise more , Should statements,really exercise,-6.8517237,11.367215,11.734998,6.543595,-1.1208843,0.72093767,9,9,10,2,3,4
424,424,My brother should have talked to me before he made any decisions about where our family is going , Should statements,brother talked made decision family going,5.630801,4.563215,1.782658,8.470647,13.743185,8.562323,14,13,15,1,2,1
425,425,I'm so gross , Labeling,im gross,8.630439,9.951036,7.4404855,2.496357,7.0064015,2.6911144,11,4,9,2,0,2
426,426,He's so inconsiderate , Labeling,he inconsiderate,4.4864945,8.355751,2.1087186,4.315507,15.262919,10.135312,1,16,17,0,2,1
427,427,I'm a huge nobody , Labeling,im huge nobody,8.519643,11.11353,1.1602544,0.32327554,7.2671256,4.176575,11,4,16,2,0,2
