,Unnamed: 0,thought,original_label,cleaned_thought,all-mpnet-base-v2 hdbscan_bayesian_optimisation,all-mpnet-base-v2 x,all-mpnet-base-v2 y,all-MiniLM-L12-v2 hdbscan_bayesian_optimisation,all-MiniLM-L12-v2 x,all-MiniLM-L12-v2 y,All-Distilroberta-v1 hdbscan_bayesian_optimisation,All-Distilroberta-v1 x,All-Distilroberta-v1 y
298,298,I'm a total failure , All-or-nothing thinking,im total failure,3,8.454582,7.238923,3,8.6743555,8.641294,2,4.9270086,5.542671
299,299,I never do anything right , Overgeneralization,never anything right,3,7.6758666,6.8261204,3,8.494154,9.447782,2,4.513186,6.1474357
300,300,I always do lousy on tests , Overgeneralization,always lousy test,3,9.569233,7.673546,3,10.096959,9.574231,2,6.535808,6.307184
301,301,"The test makes me nervous, so I won't do well on it ", Emotional reasoning,test make nervous wont well,3,9.886371,7.5642004,3,10.064969,9.622103,2,6.589905,6.0917068
302,302,I'll have to skip this section of the book , Fortune telling,ill skip section book,3,9.59445,7.321345,3,9.400746,9.632463,2,4.8162875,4.9968977
303,303,They made a terrible mistake by choosing me , Mind reading,made terrible mistake choosing,3,5.9866905,6.0211554,3,5.6866164,8.577214,2,4.6704426,6.8582892
304,304,My writing is too drab , Catastrophizing,writing drab,3,8.860823,8.258098,3,10.171449,10.36291,1,5.2312536,5.8661027
305,305,They are not interesting , Labeling,interesting,3,6.5324163,5.1982117,3,6.055835,9.150013,2,2.8562005,5.9359913
306,306,They are boring , Labeling,boring,3,6.457249,5.146673,3,5.947567,9.039901,2,2.8656292,5.959358
307,307,I know this is bad because I feel bored , Emotional reasoning,know bad feel bored,3,7.3452477,5.689801,3,7.517677,8.428583,2,2.4490087,4.5493627
308,308,This party will be a drag , Fortune telling,party drag,1,5.907087,7.53132,3,5.515998,10.443928,2,3.3084562,7.452319
309,309,I never get what I want , Overgeneralization,never get want,3,8.031816,6.8342695,3,8.591832,9.675309,2,4.4266815,5.6546264
310,310,I'll forget what I'm supposed to say , Fortune telling,ill forget im supposed say,3,7.311824,6.999528,3,7.702535,9.125949,2,5.0174766,7.877966
311,311,My speech isn't any good , All-or-nothing thinking,speech isnt good,3,7.2901297,7.5189686,3,7.267631,9.143696,2,4.4804955,6.3534718
312,312,My mind will blank out , Fortune telling,mind blank,3,8.733253,4.7550073,3,7.82049,6.6839747,2,4.5447097,3.9382186
313,313,I'll make a fool of myself , Labeling,ill make fool,3,9.587277,6.943326,3,6.658481,9.832282,2,3.9678395,7.385544
314,314,What did I do to foul things up? , Personalization,foul thing,3,6.5821137,8.021864,3,8.12789,9.485727,2,3.116396,7.9943976
315,315,I'll never get this done , Fortune telling,ill never get done,3,8.528018,7.2558537,3,8.78095,9.962192,2,4.8125553,4.7331834
316,316,I should be well by now , Should statements,well,3,8.681722,6.3069367,3,8.187592,8.1094265,2,3.4485252,3.6327524
317,317,I must be well by now , Should statements,must well,3,8.523312,6.1921644,3,7.770809,8.118903,2,3.3817153,3.6163127
318,318,I'm not getting anywhere , All-or-nothing thinking,im getting anywhere,3,8.7274275,6.884457,3,8.183755,8.971424,2,4.5015936,5.3632426
319,319,That improvement was a fluke , Disqualifying the positive,improvement fluke,3,9.15253,8.021962,3,9.836695,9.572965,2,5.4917307,6.3952847
320,320,I'll never get better , Catastrophizing,ill never get better,3,8.5680895,6.527183,3,8.745395,9.526344,2,4.270666,5.0967617
321,321,I just can't control myself , All-or-nothing thinking,cant control,3,8.764492,4.2988286,3,8.2172575,7.445149,2,3.2594087,3.3197951
322,322,I must look like a balloon , Labeling,must look like balloon,3,6.497878,4.2994733,3,7.3697,8.373301,2,3.3231437,5.5902667
323,323,My dieting and jogging all week have gone down the drain , Disqualifying the positive,dieting jogging week gone drain,0,10.02201,5.8053107,3,9.261816,7.4256244,2,4.159902,3.0404482
324,324,I shouldn't have eaten that , Should statements,shouldnt eaten,3,5.8061814,8.974146,2,10.023839,7.90382,2,3.3939207,8.75134
325,325,I mustn't have eaten that , Should statements,mustnt eaten,3,5.7287946,9.046354,2,10.077085,7.6982436,2,3.1661322,8.905477
326,326,I'm going to pig out all weekend , Fortune telling,im going pig weekend,3,9.883364,6.137425,3,8.025351,9.683182,2,3.9661965,3.514268
327,327,I'm a bad mother , Labeling,im bad mother,3,4.352214,8.200971,3,6.5549335,5.130013,2,0.95479655,4.9672117
328,328,"The recruiters didn't call me. I haven't got the job, in the past when I was successful, I was called straight away ", Overgeneralizing,recruiter didnt call havent got job past successful called straight away,3,8.469914,9.786225,3,8.790034,11.855405,2,6.351515,4.8016763
329,329,I will end up with no career , Catastrophizing,end career,3,9.323014,9.720209,3,9.290016,10.778179,2,5.495087,4.2543254
330,330,I will end up with no money , Catastrophizing,end money,3,9.480407,9.717495,3,8.943228,10.78501,2,5.2635145,4.0308757
331,331,I haven't got the job , Fortune telling,havent got job,3,8.651349,9.590099,3,8.7822,11.612713,2,6.24058,4.8314433
332,332,I spent 3 hours but was only able to make 2 slides. I've wasted all that time , Disqualifying the positive,spent hour able make slide ive wasted time,3,8.2857275,7.4582367,3,8.16373,9.954881,2,5.921881,6.930573
333,333,Looks like the customer got scared , Mind reading,look like customer got scared,3,6.2575564,8.5376625,1,9.257914,6.5388913,2,2.5649443,8.426082
334,334,I have made the matters worse , Personalization,made matter worse,3,6.657981,7.9435744,3,6.235619,7.3727584,2,1.0942065,5.5438
335,335,A stranger looked at your dress. She thought that I look stupid , Mind reading,stranger looked dress thought look stupid,3,4.358405,5.7858276,3,4.852587,7.210618,2,0.24679159,6.727182
336,336,I should have never worn these jeans , Should statements,never worn jean,3,5.907167,8.679868,0,9.783067,8.229365,0,3.75866,8.458188
337,337,I must have never worn these jeans , Should statements,must never worn jean,3,5.8377895,8.661572,0,9.830732,8.127576,0,3.799438,8.411876
338,338,I almost failed in a subject. I have ruined everything , All-or-nothing thinking,almost failed subject ruined everything,3,9.331119,7.4658775,3,9.594684,9.213363,2,5.0467515,6.4350657
339,339,I only got good grades in two subjects. How could I have done so badly? , Disqualifying the positive,got good grade two subject could done badly,3,9.701869,7.844096,3,10.220622,9.362258,2,6.6227813,6.542176
340,340,I am a failure! , Labeling,failure,3,8.409082,7.0610886,3,8.663412,8.649243,2,4.99426,5.610918
341,341,I made a mistake in my presentation. People are going to think I am stupid , Mind reading,made mistake presentation people going think stupid,3,7.0842247,7.5958695,3,7.4384537,9.203922,2,4.4648285,6.7340064
342,342,I'm such an idiot , Labeling,im idiot,3,6.945256,7.993443,3,6.608265,8.768891,2,4.384466,6.9480886
343,343,The meal should have been perfect , Should statements,meal perfect,2,5.5093637,9.15018,2,10.045152,7.5630236,2,2.8879516,8.956775
344,344,The meal must have been perfect , Should statements,meal must perfect,2,5.4571004,9.248997,2,10.066746,7.6065702,2,2.9307988,8.998958
345,345,My friends are not replying to my messages. They obviously don't want to be friends with me , Mind reading,friend replying message obviously dont want friend,3,5.340844,5.669355,3,4.814974,9.4820385,2,2.3170297,6.8833904
346,346,My friends are not talking to me. It must be my fault , Personalization,friend talking must fault,3,5.48181,5.639651,3,4.909558,9.429982,2,2.3068497,6.6881914
347,347,I posted a joke online but none of my friends reacted. I will lose my friends because of this , Catastrophizing,posted joke online none friend reacted lose friend,3,5.3838143,5.87838,3,4.923381,9.716214,2,2.6061072,7.1391544
348,348,"If I am feeling this guilty right now, this must mean that I did something wrong ", Emotional reasoning,feeling guilty right must mean something wrong,3,7.069347,6.468306,3,7.3323536,8.650749,2,1.5285063,4.935664
349,349,Maybe people found my joke offensive , Mind reading,maybe people found joke offensive,3,5.5782824,6.122436,3,5.091418,9.668441,2,2.8415506,7.168398
350,350,I shouldn't have changed my hair , Should statements,shouldnt changed hair,3,6.0381293,8.656665,0,9.897379,8.188285,0,3.65937,8.513922
351,351,Most of them didn't mention my hair , Catastrophizing,didnt mention hair,3,6.0253606,8.567212,0,9.747248,8.261101,0,3.5721557,8.361114
352,352,I am a lousy writer , Labeling,lousy writer,3,8.927199,8.201701,3,10.122737,10.447057,1,5.209232,5.8086863
353,353,I didn't win so I must be completely rubbish , All-or-nothing thinking,didnt win must completely rubbish,3,9.234205,8.298056,3,10.094095,10.134676,1,5.578016,5.989934
354,354,Being a runner up means nothing , Disqualifying the positive,runner mean nothing,3,9.232821,8.233768,3,10.076778,10.018118,1,5.663954,5.9047365
355,355,They probably made everyone a runner up to make people feel better , Mind reading,probably made everyone runner make people feel better,3,9.196723,8.393842,3,10.157187,9.977927,1,5.678082,5.9844584
356,356,I will never become a successful writer , Fortune telling,never become successful writer,3,9.131559,8.336683,3,9.748489,10.6124325,1,5.3961897,5.3895235
357,357,I am an awful person , Labeling,awful person,3,6.81254,6.1472635,3,6.328794,8.404065,2,1.329269,5.107834
358,358,They think that I am a horrible human being , Mind reading,think horrible human,3,5.9609146,6.113037,3,5.7145867,8.759241,2,2.3746912,6.571576
359,359,"I have lost my temper like this in the previous job and was called into a disciplinary meeting, I will probably lose my job over this ", Overgeneralization,lost temper like previous job called disciplinary meeting probably lose job,3,8.86332,9.949881,3,7.0855923,10.938613,2,5.9769588,4.271502
360,360,I will probably lose my job over this , Fortune telling,probably lose job,3,8.992941,9.892114,3,8.666904,11.066043,2,5.892589,4.105742
361,361,I feel so anxious maybe I left something turned on in the kitchen , Emotional reasoning,feel anxious maybe left something turned kitchen,3,5.0528383,9.694079,1,9.395989,6.5586357,2,2.519726,8.994957
362,362,What if something falls on the coffee maker and turns in on , Fortune telling,something fall coffee maker turn,3,5.1178474,9.8807,1,9.439853,6.519209,2,2.4092057,9.09083
363,363,What if the whole kitchen sets on fire , Catastrophizing,whole kitchen set fire,3,5.081639,9.779773,1,9.457272,6.5285544,2,2.4443643,9.011555
364,364,My entire house will burn down , Catastrophizing,entire house burn,3,9.495778,9.635596,1,9.2364435,6.548268,2,2.4279783,8.933359
365,365,I will be homeless , Catastrophizing,homeless,3,9.51805,9.711829,3,8.95122,10.382164,2,5.062126,3.972353
366,366,The doctor probably just didn't want to let me know , Mind reading,doctor probably didnt want let know,3,5.924445,7.012158,3,8.8359995,6.64321,2,1.7025495,7.2754693
367,367,They want to see me so this must be really bad , Disqualifying the positive,want see must really bad,3,5.930709,6.15472,3,5.487994,8.942765,2,2.4556959,6.60352
368,368,"The color in their work is so much more vibrant, mine doesn't look this good ", Comparing,color work much vibrant mine doesnt look good,3,6.799253,8.8268585,2,10.025423,8.535359,1,3.5861812,7.558428
369,369,I bet people think now that I am a rubbish artist , Mind reading,bet people think rubbish artist,3,6.7534213,8.874211,2,9.848143,10.033908,1,3.6677706,7.1953335
370,370,I shouldn't have posted it , Should statements,shouldnt posted,3,5.979981,8.875641,2,9.914535,8.179511,2,3.5783951,8.5214405
371,371,Grandma is going to be so angry with me , Mind reading,grandma going angry,3,4.659441,6.567697,3,5.5418477,5.881769,2,0.16640575,6.453817
372,372,She is probably going to kick me out and never invite me over again , Catastrophizing,probably going kick never invite,3,4.4568086,6.0639524,3,4.2388515,6.6034064,2,-0.16876245,6.47272
373,373,I am such an idiot , Labeling,idiot,3,6.9330926,7.987219,3,6.583772,8.735695,2,4.410366,6.973404
374,374,"If I couldn't make this relationship work, I will never succeed at finding a lifelong partner ", Overgeneralization,couldnt make relationship work never succeed finding lifelong partner,3,4.9006643,4.5219646,3,4.73184,7.9066105,2,3.4560804,5.4551387
375,375,I am unlovable , Labeling,unlovable,3,6.4566116,4.6450706,3,5.491019,8.189215,2,2.4037185,5.2355075
376,376,"If she has cheated on me, then every next girl will probably do the same ", Overgeneralization,cheated every next girl probably,3,3.8341064,5.0420876,3,4.0527983,6.547543,2,-0.7197023,6.35761
377,377,I can't believe I have lost her now , Disqualifying the positive,cant believe lost,3,4.346833,4.894992,3,4.5696893,6.5823293,2,-0.41206795,5.953494
378,378,She will not want to see me again , Fortune telling,want see,3,4.2254143,4.9874268,3,4.1121116,6.582603,2,-0.43251768,6.3245544
379,379,She must think that I am a weirdo , Mind reading,must think weirdo,3,4.2604175,5.667149,3,4.619411,6.896847,2,-0.19209075,6.749324
380,380,I should have ordered a milder dish , Should statements,ordered milder dish,2,5.250116,9.431248,2,10.159518,7.5100517,2,2.840875,9.079298
381,381,I must have ordered a milder dish , Should statements,must ordered milder dish,2,5.2107954,9.43054,2,10.171814,7.4841123,2,2.8473554,9.070413
382,382,I'm late again. My boss will be furious with me like he was last week when I was late because I overslept , Overgeneralization,im late bos furious like last week late overslept,3,7.275663,7.625917,3,7.304729,10.547343,2,4.5631104,7.8271594
383,383,I will lose my job over this , Catastrophizing,lose job,3,9.053427,9.817192,3,8.687788,11.074342,2,5.944972,4.1568103
384,384,My present was much smaller in size than the others , Comparing,present much smaller size others,1,5.535695,7.7515016,3,5.2482533,10.388828,2,2.85021,7.8488417
385,385,"She said she liked it, but she said that to everyone, so she was probably just trying to be nice ", Disqualifying the positive,said liked said everyone probably trying nice,3,4.3647366,5.85648,3,4.4934716,6.9436173,2,-0.34820816,6.937884
386,386,I made this so awkward , Emotional reasoning,made awkward,3,6.6353784,8.012305,3,7.8558645,9.066095,2,1.2514561,5.4657097
387,387,I will get murdered! , Catastrophizing,get murdered,3,9.0264845,5.3692703,3,7.534064,7.0866027,2,3.9433012,3.8988698
388,388,My friend had been robbed last month and they broke in through the kitchen , Overgeneralization,friend robbed last month broke kitchen,3,5.220742,8.167345,3,6.297694,9.669079,2,1.9350046,7.972047
389,389,Something scary is in the kitchen , Emotional reasoning,something scary kitchen,3,5.0508103,9.77556,1,9.4277315,6.5209866,2,2.4013002,8.954378
390,390,"I have never done bowling before, so I will definitely be bad at this ", All-or-nothing thinking,never done bowling definitely bad,3,9.525403,6.8801,3,5.047797,10.120097,2,3.7203116,6.589011
391,391,Maybe they invited me to make fun of me , Mind reading,maybe invited make fun,3,5.717809,6.158994,3,5.393461,9.746916,2,2.9093492,7.033263
392,392,Maybe they knew that I would make a fool of myself , Mind reading,maybe knew would make fool,3,5.8505,6.286999,3,5.7750297,9.794241,2,3.1980839,7.167734
393,393,Something bad has happened to him , Catastrophizing,something bad happened,3,3.477879,6.37088,3,7.9268713,9.123736,2,0.97464323,7.8129306
394,394,Maybe he doesn't like me anymore , Mind reading,maybe doesnt like anymore,3,3.4327521,6.167211,3,3.7425447,8.661213,2,0.38621995,7.4214797
395,395,Maybe doesn't want to be my friend any longer , Mind reading,maybe doesnt want friend longer,3,3.6064363,5.847961,3,4.157254,8.7713995,2,0.34516272,7.2645817
396,396,I should have messaged him earlier , Should statements,messaged earlier,3,3.2110915,6.284271,3,3.413882,9.209038,2,1.2741219,7.5760846
397,397,I must message him earlier , Should statements,must message earlier,3,3.1646695,6.227518,3,3.39964,9.2058735,2,1.4526899,7.6321607
398,398,I am such a bad friend , Labeling,bad friend,3,5.2453656,6.0418906,3,6.383929,8.719133,2,1.3906778,5.1894403
399,399,Her health could decline further , Fortune telling,health could decline,3,5.2545476,6.7742863,3,6.9913344,6.156763,2,1.8025867,3.5402033
400,400,She could die , Catastrophizing,could die,3,5.2355814,6.6744585,3,7.161996,6.309771,2,1.8460435,3.487004
401,401,I should have visited her more often , Should statements,visited often,3,4.2541385,5.283338,3,4.3901167,6.347394,2,-0.48104483,6.1049843
402,402,She probably thinks I am the worst grandchild ever , Mind reading,probably think worst grandchild ever,3,4.47766,6.2608304,3,5.878523,5.563398,2,0.16778792,6.4557796
403,403,I should have spent more time reading reviews before buying , Should statements,spent time reading review buying,3,6.1523204,8.539255,3,9.391561,8.75953,2,4.065718,7.826621
404,404,"I can return it and get a different one, but I have wasted so much time ", Disqualifying the positive,return get different one wasted much time,3,6.7481403,8.100693,3,7.7369103,9.587012,2,3.0482976,7.9276114
405,405,My niece's birthday party had twice the amount of people , Comparing,niece birthday party twice amount people,1,5.705537,7.5772433,3,5.4758835,10.44367,2,3.1496186,7.512609
406,406,I bet more people will cancel , Fortune telling,bet people cancel,3,9.573705,9.711421,3,8.772098,10.694589,2,3.0960371,7.6327486
407,407,There will be very few people there , Fortune telling,people,1,5.863526,7.5570235,3,5.584528,10.5325775,2,3.252073,7.509411
408,408,"If there aren't many people there, the party simply can't be a success ", All-or-nothing thinking,arent many people party simply cant success,1,5.802046,7.537725,3,5.5471425,10.488974,2,3.2289987,7.445181
409,409,"Because I lost the elections, I'm a zero ", All-or-nothing thinking,lost election im zero,3,7.8520746,6.1387005,3,8.3543825,8.522974,2,3.8161855,5.2348275
410,410,I got a B on my exam. I'm a total failure , All-or-nothing thinking,got b exam im total failure,3,9.363882,7.5249124,3,9.91503,9.474964,2,6.573884,6.416816
411,411,The birds are always crapping on my window , Overgeneralization,bird always crapping window,3,6.3659678,7.2742205,3,8.033402,10.553211,2,2.4561172,7.6866364
412,412,I'm never going to get a date , Overgeneralization,im never going get date,3,6.006626,4.0725536,3,4.8997416,7.9755373,2,3.4815822,5.6037693
413,413,My boss complimented me but they are just being nice , Disqualifying the positive,bos complimented nice,3,7.6353073,9.2171545,3,7.1940026,11.034399,2,4.0156436,7.177373
414,414,Getting good marks was a fluke. It doesn't count , Disqualifying the positive,getting good mark fluke doesnt count,3,9.573945,7.8985963,3,10.137836,9.584331,2,6.367863,6.3755536
415,415,I made a mistake. How terrible , Catastrophizing,made mistake terrible,3,6.8240767,8.038201,3,8.4746065,8.984818,2,4.655453,6.8783393
416,416,I'm always a horrible mother , All-or-nothing thinking,im always horrible mother,3,4.3396144,8.16165,3,6.4649377,5.213065,2,0.8560889,5.005022
417,417,I'm never going to get it together , All-or-nothing thinking,im never going get together,3,8.44186,6.579201,3,8.811873,9.909685,2,4.733299,4.8248253
418,418,My neighbor rushed by me and didn't even acknowledge me. I must have done something wrong , Mind reading,neighbor rushed didnt even acknowledge must done something wrong,3,5.8491645,8.3044405,3,5.8660197,9.426525,2,2.1320205,7.9358788
419,419,"I submitted my application, but I already know they won't call me back for an interview. ", Fortune telling,submitted application already know wont call back interview,3,8.429985,9.83381,3,8.811631,11.84946,2,6.3514624,4.778313
420,420,Why did I use that word in that email? I'm sure I'm going to get fired , Catastrophizing,use word email im sure im going get fired,3,9.006931,9.912322,3,8.6916,11.539845,2,5.9942765,4.1154623
421,421,"Yeah I got a raise, but it's not big deal ", Disqualifying the positive,yeah got raise big deal,3,7.840575,9.423623,3,7.5069375,11.470124,2,6.1504974,5.3779664
422,422,"I feel like crap, so I'm probably a crappy person ", Emotional reasoning,feel like crap im probably crappy person,3,8.124522,5.74025,3,7.0529494,8.289942,2,3.3659153,4.244672
423,423,I should really exercise more , Should statements,really exercise,0,9.885052,5.7731667,3,8.823684,7.8271985,2,4.1988482,3.182251
424,424,My brother should have talked to me before he made any decisions about where our family is going , Should statements,brother talked made decision family going,3,3.8121936,7.447795,3,6.1772184,6.328614,2,0.92335993,6.8666415
425,425,I'm so gross , Labeling,im gross,3,7.2881074,6.277178,3,6.5594854,8.650457,2,1.6400871,4.992667
426,426,He's so inconsiderate , Labeling,he inconsiderate,3,3.8014543,7.0189443,3,3.781756,8.439264,2,0.6988562,8.111578
427,427,I'm a huge nobody , Labeling,im huge nobody,3,7.271467,5.2782316,3,5.6850066,7.5992045,2,2.539819,5.6544127
428,428,"They didn't like me, I'm unlovable ", All-or-nothing thinking,didnt like im unlovable,3,6.2080755,5.014238,3,5.4799285,8.398209,2,2.1694193,5.940316
429,429,Our relationship ended because I was a bad partner , Personalization,relationship ended bad partner,3,4.849898,4.719175,3,3.6248622,7.681896,2,0.35064608,5.4916334
430,430,Our project is slowed down because they never made a point to contact me. This is all their fault , Blaming,project slowed never made point contact fault,3,7.805531,8.535916,3,7.711457,10.401644,2,5.691947,7.4827175
431,431,We were late to the dinner party and caused the hostess to overcook the meal , Personalization,late dinner party caused hostess overcook meal,2,5.288295,9.159228,3,5.9195533,10.28199,2,2.6942215,8.650068
432,432,"If I had only pushed my husband to leave on time, this wouldn't have happened ", Personalization,pushed husband leave time wouldnt happened,3,3.1557465,7.4959564,3,3.1214323,7.9744735,2,0.32780784,7.7806463
433,433,Stop making me feel bad about myself , Blaming,stop making feel bad,3,7.4300632,5.0328145,3,6.79555,7.761302,2,1.8300488,4.905534
434,434,I shouldn't be so lazy , Should statements,shouldnt lazy,3,7.936065,8.287745,3,7.9259443,8.957997,2,4.687704,7.986124
435,435,"I feel it, therefore it must be true ", Emotional reasoning,feel therefore must true,3,7.658487,5.917263,3,7.5586014,8.123848,2,2.381828,4.453109
436,436,I'm a loser , Labeling,im loser,3,7.7810197,6.069706,3,6.8964105,8.497789,2,3.5354755,5.0368714
437,437,I've blown my diet completely , All-or-nothing thinking,ive blown diet completely,0,10.016251,5.781333,3,9.529788,7.454892,2,4.1341124,3.024117
438,438,I feel guilty. I must be a rotten person , Emotional reasoning,feel guilty must rotten person,3,7.0962324,6.4034925,3,7.086626,8.540381,2,1.5384208,5.0041556
439,439,I feel hopeless. I must be hopeless , Emotional reasoning,feel hopeless must hopeless,3,8.262591,6.001946,3,7.787866,8.201366,2,3.8995366,4.569099
440,440,I shouldn't eat that doughnut , Should statements,shouldnt eat doughnut,3,5.912141,8.846708,2,10.00749,7.913114,2,3.4544568,8.745964
441,441,He shouldn't have been so stubborn , Should statements,shouldnt stubborn,3,3.5355647,6.899084,3,9.265694,8.393015,2,0.84510434,8.113111
442,442,I shouldn't have made so many mistakes , Should statements,shouldnt made many mistake,3,6.7328963,8.311776,3,9.150118,8.634861,2,4.673453,7.0307684
443,443,"If only I were better in bed, he wouldn't beat me ", Personalization,better bed wouldnt beat,3,3.183496,6.4787736,3,3.7345614,9.066884,2,1.1637479,8.156309
444,444,The reason my marriage is so lousy is because my spouse is totally unreasonable , Blaming,reason marriage lousy spouse totally unreasonable,3,2.8852062,7.4528556,3,3.214346,7.758149,2,0.044061407,7.603556
445,445,I never say the right thing , Overgeneralization,never say right thing,3,7.347417,6.957243,3,8.453224,9.189001,2,4.426681,6.205106
446,446,Nothing ever goes my way , Overgeneralization,nothing ever go way,3,8.101428,6.7733345,3,8.496143,9.245776,2,4.4220443,6.0188403
447,447,I felt awkward during my job interview. I am always so awkward , Overgeneralization,felt awkward job interview always awkward,3,8.460697,9.20994,3,7.1796317,9.464214,2,6.4001656,4.9769464
448,448,My mom is always upset. She would be fine if I did more to help her , Personalization,mom always upset would fine help,3,4.7331743,7.3232784,3,5.608157,5.874535,2,0.5458377,6.4934297
449,449,She probably thinks I'm ugly , Mind reading,probably think im ugly,3,4.2316484,5.6119475,3,4.7251816,7.094343,2,-0.08559479,6.682525
450,450,"I feel like a bad friend, therefore I must be a bad friend ", Emotional reasoning,feel like bad friend therefore must bad friend,3,6.343933,5.859721,3,6.706364,8.505329,2,1.6185712,5.1634736
451,451,I should always be friendly , Should statements,always friendly,3,6.0896864,5.664593,3,5.848682,8.926497,2,1.9930035,5.9331846
452,452,I never do a good enough job on anything , All-or-nothing thinking,never good enough job anything,3,7.964704,7.3223634,3,8.416743,9.767477,2,4.6038775,5.8464046
453,453,"I made a mistake, therefore I'm a failure ", All-or-nothing thinking,made mistake therefore im failure,3,8.1615,7.3940167,3,8.576653,8.72996,2,4.9150887,6.509126
454,454,"I ate more than I planned, so I blew my diet completely ", All-or-nothing thinking,ate planned blew diet completely,0,10.056043,5.8409224,3,9.4798,7.4048615,2,4.150106,3.036283
455,455,I will fail and it will be unbearable , Fortune telling,fail unbearable,3,9.755702,7.263749,3,9.20049,9.293821,2,6.169736,5.80073
456,456,"I passed the exam, but I was just lucky ", Disqualifying the positive,passed exam lucky,3,9.805872,7.7632656,3,10.005767,9.714308,2,6.601848,6.267867
457,457,Going to college is not a big deal; anyone can do it , Disqualifying the positive,going college big deal anyone,3,9.6450615,7.697966,3,9.50084,10.483856,2,5.397698,4.810353
458,458,"I feel she loves me, so it must be true ", Emotional reasoning,feel love must true,3,3.755703,5.0998178,3,4.61306,6.7020454,2,-0.40943497,6.426109
459,459,"I am terrified of planes, so it must be dangerous ", Emotional reasoning,terrified plane must dangerous,3,6.8421464,6.980106,3,8.561121,6.6638393,2,2.0158222,3.7700884
460,460,I got a B. This proves how inferior I am , Catastrophizing,got b prof inferior,3,9.554015,7.9437757,3,9.96827,9.537344,2,6.4655914,6.4956956
461,461,I got an A. It doesn't mean I'm smart , Catastrophizing,got doesnt mean im smart,3,9.705932,7.978877,3,9.964042,9.58658,2,6.5014834,6.4391375
462,462,He's thinking I have failed , Mind reading,he thinking failed,3,3.4421642,6.532052,3,8.500175,8.685935,2,0.8551622,8.074301
463,463,She thought I didn't know the project , Mind reading,thought didnt know project,3,4.46004,5.9068875,3,4.669703,6.239158,2,0.2272356,6.751252
464,464,He knows I do not like to be touched this way , Mind reading,know like touched way,3,3.3588037,6.5169334,3,3.6607306,8.756016,2,0.99605614,8.0134115
465,465,"Every time I take a day off from work, it rains ", Overgeneralization,every time take day work rain,3,7.1474977,7.626009,3,8.037662,10.602087,2,4.5995884,7.7975755
466,466,You only pay attention to me when I cook food , Overgeneralization,pay attention cook food,2,5.1617527,9.302155,-1,9.888043,7.123048,2,2.6052618,9.008104
467,467,My husband left me because I was a bad wife , Personalization,husband left bad wife,3,3.1382103,7.457341,3,3.4658368,7.6602645,2,0.4657377,5.585517
468,468,I should have been a better mother , Should statements,better mother,3,4.4565477,8.265936,3,6.584848,5.148725,2,0.81020576,5.188878
469,469,He should have married Ann instead of Mary , Should statements,married ann instead mary,3,4.114338,5.5422177,3,4.7865295,6.742579,2,-0.5296891,6.8703313
470,470,My parents are the ones to blame for my unhappiness , Blaming,parent one blame unhappiness,3,5.625473,6.6459804,3,5.9145756,7.068797,2,1.8397461,5.8076625
471,471,It is my fault that my son married a selfish and uncaring person , Personalization,fault son married selfish uncaring person,3,3.538609,7.694555,3,3.3884022,7.8435326,2,0.5428145,5.3912883
472,472,My father always prefers my elder brother , Comparing,father always prefers elder brother,3,5.521684,6.548046,3,6.210188,6.25863,2,1.0312225,6.672853
473,473,She is more successful than I am , Comparing,successful,3,9.223733,7.5924783,3,5.155315,6.87917,2,3.7860916,6.006074
474,474,He thinks I'm an idiot , Mind reading,think im idiot,3,3.2894287,6.47772,3,3.6904657,8.694314,2,0.8211147,8.111316
475,475,"If I talk, I will mess up and not say what I mean ", Fortune telling,talk mess say mean,3,7.00986,6.59141,3,5.396381,9.34791,2,2.771701,6.466184
476,476,I will never get into college , Fortune telling,never get college,3,9.661058,8.34118,3,9.471467,10.690424,2,5.2445617,4.4943514
477,477,I'm disgusting , Labeling,im disgusting,3,7.312794,6.1608257,3,6.5624046,8.543697,2,1.7192881,4.980004
478,478,He's horrible , Labeling,he horrible,3,3.9795442,7.1662188,3,7.7779455,8.931244,2,0.94460154,7.8008504
479,479,She's irrelevant , Labeling,shes irrelevant,3,6.6954618,5.160584,3,5.11691,6.719802,2,0.08960835,6.2614183
480,480,"That's what I'm supposed to do, so it doesn't count ", Disqualifying the positive,thats im supposed doesnt count,3,8.112755,8.27352,3,7.950058,8.867326,2,4.7056746,6.3368087
481,481,"Those successes were easy, so they don't matter ", Disqualifying the positive,success easy dont matter,3,9.121457,7.611011,3,10.160646,9.834507,2,5.3613563,5.9531264
482,482,I fail all the time , Overgeneralization,fail time,3,9.581354,7.4637704,3,8.99199,8.99666,2,5.47211,5.6690497
483,483,It was a waste of time , All-or-nothing thinking,waste time,3,7.737915,7.6096835,3,7.8345795,9.460319,2,4.0599337,6.248329
484,484,I get rejected by everyone , All-or-nothing thinking,get rejected everyone,3,5.9753513,4.1833797,3,5.8713274,8.389328,2,2.8472786,6.1118608
485,485,I should do well , Should statements,well,3,9.713619,7.1805344,3,8.409139,8.481083,2,6.4830647,5.9824224
486,486,My relationship ended because I wasn't fun enough , Personalization,relationship ended wasnt fun enough,3,5.376691,4.7142935,3,3.7552092,7.949081,2,0.42195377,5.5222096
