,Unnamed: 0,thought,original_label,cleaned_thought,all-mpnet-base-v2 x,all-mpnet-base-v2 y,all-MiniLM-L12-v2 x,all-MiniLM-L12-v2 y,All-Distilroberta-v1 x,All-Distilroberta-v1 y,all-mpnet-base-v2 k-mean,all-MiniLM-L12-v2 k-mean,All-Distilroberta-v1 k-mean
303,303,They made a terrible mistake by choosing me , Mind reading,made terrible mistake choosing,5.4037285,3.1473355,5.471774,9.714466,7.1715136,4.955409,6,6,8
304,304,My writing is too drab , Catastrophizing,writing drab,8.866811,4.587875,9.708408,8.9856205,7.2553105,6.3928223,1,11,3
305,305,They are not interesting , Labeling,interesting,5.555308,2.1716104,5.2533436,9.564246,5.4312277,7.409743,11,2,11
306,306,They are boring , Labeling,boring,5.5348415,2.236352,5.2188625,9.556041,5.4222918,7.3252482,11,2,11
307,307,I know this is bad because I feel bored , Emotional reasoning,know bad feel bored,6.749999,2.5190103,6.315051,8.704192,4.9656224,5.5247445,4,10,12
308,308,This party will be a drag , Fortune telling,party drag,5.2692294,4.213871,5.4931183,11.072159,5.7373195,8.455288,3,6,5
309,309,I never get what I want , Overgeneralization,never get want,7.7930036,3.247525,7.9274454,9.258392,6.5453296,5.269328,12,1,0
310,310,I'll forget what I'm supposed to say , Fortune telling,ill forget im supposed say,7.21785,3.9965117,6.5059185,9.886519,7.8908596,4.5794306,3,9,8
311,311,My speech isn't any good , All-or-nothing thinking,speech isnt good,7.33444,4.0731635,6.7509604,9.241931,7.0548716,5.82825,3,10,3
312,312,My mind will blank out , Fortune telling,mind blank,7.823428,1.4202453,6.421442,7.085384,4.927317,4.8482413,8,5,2
313,313,I'll make a fool of myself , Labeling,ill make fool,8.878667,3.4407659,6.255784,10.507133,7.4060225,5.436675,3,6,7
314,314,What did I do to foul things up? , Personalization,foul thing,6.42991,4.771141,7.0120344,9.927791,6.8127475,4.575859,10,3,10
315,315,I'll never get this done , Fortune telling,ill never get done,8.306156,3.6506557,8.205911,9.635112,6.704922,6.2222123,12,7,0
316,316,I should be well by now , Should statements,well,8.018242,2.7666419,6.654005,8.765101,5.073132,4.60722,12,12,2
317,317,I must be well by now , Should statements,must well,7.9705167,2.733795,6.446817,8.811907,5.104888,4.6381054,12,12,2
318,318,I'm not getting anywhere , All-or-nothing thinking,im getting anywhere,8.259113,3.1133902,7.770506,8.992944,6.370828,5.4254575,12,1,0
319,319,That improvement was a fluke , Disqualifying the positive,improvement fluke,9.128719,4.403245,9.290869,8.559404,8.032425,5.9711742,1,11,3
320,320,I'll never get better , Catastrophizing,ill never get better,8.020698,2.9663875,8.086757,9.120665,6.2281866,6.085852,12,1,0
321,321,I just can't control myself , All-or-nothing thinking,cant control,7.7447705,1.0618004,7.000506,7.358897,4.7267246,4.3214517,8,5,2
322,322,I must look like a balloon , Labeling,must look like balloon,5.1988864,1.5629095,6.445611,9.162671,5.447041,6.8819222,11,10,11
323,323,My dieting and jogging all week have gone down the drain , Disqualifying the positive,dieting jogging week gone drain,9.041591,1.4429401,8.008789,6.5996175,5.814678,4.016716,8,12,2
324,324,I shouldn't have eaten that , Should statements,shouldnt eaten,6.284925,5.641885,7.8449388,6.1208463,6.5644636,3.4417474,10,9,10
325,325,I mustn't have eaten that , Should statements,mustnt eaten,6.3092637,5.711115,7.8625665,6.0500193,6.1991577,3.1712823,3,9,10
326,326,I'm going to pig out all weekend , Fortune telling,im going pig weekend,9.056679,1.8340944,7.642309,9.866599,5.658977,4.399234,3,1,2
327,327,I'm a bad mother , Labeling,im bad mother,4.6973495,6.306971,3.815451,6.4112563,2.634216,5.539504,9,8,9
328,328,"The recruiters didn't call me. I haven't got the job, in the past when I was successful, I was called straight away ", Overgeneralizing,recruiter didnt call havent got job past successful called straight away,8.935926,6.447454,9.193487,10.870151,8.065895,7.7125053,5,7,7
329,329,I will end up with no career , Catastrophizing,end career,9.719828,5.606745,9.073671,9.647397,7.264911,7.254161,5,7,7
330,330,I will end up with no money , Catastrophizing,end money,9.727262,5.55823,8.925694,9.813342,7.108066,7.402564,5,7,7
331,331,I haven't got the job , Fortune telling,havent got job,8.951012,6.250205,9.116918,10.67011,7.9706903,7.6193967,5,7,7
332,332,I spent 3 hours but was only able to make 2 slides. I've wasted all that time , Disqualifying the positive,spent hour able make slide ive wasted time,8.2771015,4.1682444,7.777337,10.148858,8.425273,5.6806207,12,3,3
333,333,Looks like the customer got scared , Mind reading,look like customer got scared,6.076536,5.786409,6.3837585,5.935749,6.132879,3.691937,3,12,10
334,334,I have made the matters worse , Personalization,made matter worse,6.530457,4.690175,5.3007855,8.396492,3.4046757,6.6575804,10,8,9
335,335,A stranger looked at your dress. She thought that I look stupid , Mind reading,stranger looked dress thought look stupid,4.0396366,4.022876,3.8237588,9.959139,1.4798009,6.8269367,7,0,4
336,336,I should have never worn these jeans , Should statements,never worn jean,6.11772,5.3962846,6.3080597,9.98488,6.849262,3.6556396,10,9,10
337,337,I must have never worn these jeans , Should statements,must never worn jean,6.2081695,5.2999024,6.2370443,10.026954,6.7701125,3.6364698,10,9,10
338,338,I almost failed in a subject. I have ruined everything , All-or-nothing thinking,almost failed subject ruined everything,9.209549,3.725492,8.683313,8.371374,7.39907,5.523966,1,11,0
339,339,I only got good grades in two subjects. How could I have done so badly? , Disqualifying the positive,got good grade two subject could done badly,9.530443,3.918251,9.243112,8.183838,8.948167,6.2752924,1,11,3
340,340,I am a failure! , Labeling,failure,8.156632,3.7915714,7.9529057,8.619524,7.1997447,5.9362535,12,1,0
341,341,I made a mistake in my presentation. People are going to think I am stupid , Mind reading,made mistake presentation people going think stupid,7.1435995,4.3397074,6.807935,9.650091,7.27628,5.3622937,3,9,8
342,342,I'm such an idiot , Labeling,im idiot,6.9831977,4.7052684,6.012432,9.163314,7.0413537,4.805358,10,10,8
343,343,The meal should have been perfect , Should statements,meal perfect,5.977791,6.11646,7.79664,5.978435,6.099893,3.0972714,3,9,10
344,344,The meal must have been perfect , Should statements,meal must perfect,6.003451,6.154991,7.8099146,6.035681,6.0457606,3.0422657,3,9,10
345,345,My friends are not replying to my messages. They obviously don't want to be friends with me , Mind reading,friend replying message obviously dont want friend,4.706888,3.2716467,4.698621,10.42789,4.4945555,7.9600596,6,6,5
346,346,My friends are not talking to me. It must be my fault , Personalization,friend talking must fault,4.7600102,3.311232,4.7412357,10.245694,4.48254,7.859597,6,6,5
347,347,I posted a joke online but none of my friends reacted. I will lose my friends because of this , Catastrophizing,posted joke online none friend reacted lose friend,4.8698416,3.5413435,4.846188,10.447394,5.053488,8.34147,6,6,5
348,348,"If I am feeling this guilty right now, this must mean that I did something wrong ", Emotional reasoning,feeling guilty right must mean something wrong,6.4844227,3.6461957,6.233423,9.031729,4.5012383,5.9333644,4,9,9
349,349,Maybe people found my joke offensive , Mind reading,maybe people found joke offensive,5.0826764,3.4881864,5.082495,10.527325,5.112596,8.42217,6,6,5
350,350,I shouldn't have changed my hair , Should statements,shouldnt changed hair,6.2973557,5.3730593,6.037482,10.0651245,6.9035845,3.7543788,10,9,10
351,351,Most of them didn't mention my hair , Catastrophizing,didnt mention hair,6.1591797,5.127837,5.7196527,10.120012,6.940591,3.679966,10,9,10
352,352,I am a lousy writer , Labeling,lousy writer,8.986293,4.576635,9.686887,9.038391,7.36272,6.3484597,1,11,3
353,353,I didn't win so I must be completely rubbish , All-or-nothing thinking,didnt win must completely rubbish,9.193165,4.55904,9.317839,8.992355,7.8266335,6.4379997,1,11,3
354,354,Being a runner up means nothing , Disqualifying the positive,runner mean nothing,9.283373,4.5336113,9.259195,8.883745,7.8100166,6.6039333,1,11,3
355,355,They probably made everyone a runner up to make people feel better , Mind reading,probably made everyone runner make people feel better,9.231386,4.629329,9.257105,8.810119,7.7816515,6.549054,1,11,3
356,356,I will never become a successful writer , Fortune telling,never become successful writer,9.116505,4.6544137,9.273095,9.457508,7.308471,6.59036,1,7,7
357,357,I am an awful person , Labeling,awful person,6.2630467,3.062237,5.6044497,8.928488,4.1432595,6.215993,4,10,9
358,358,They think that I am a horrible human being , Mind reading,think horrible human,5.4433365,3.1583097,5.344697,9.721254,4.8469887,8.020604,6,6,5
359,359,"I have lost my temper like this in the previous job and was called into a disciplinary meeting, I will probably lose my job over this ", Overgeneralization,lost temper like previous job called disciplinary meeting probably lose job,9.4717655,6.0001116,6.9398994,11.529746,7.3208146,8.128267,5,3,7
360,360,I will probably lose my job over this , Fortune telling,probably lose job,9.609942,5.9773016,8.894102,10.345544,7.3889856,7.7578545,5,7,7
361,361,I feel so anxious maybe I left something turned on in the kitchen , Emotional reasoning,feel anxious maybe left something turned kitchen,5.8962827,6.678553,6.6334057,5.7883487,5.4890466,3.031538,3,12,10
362,362,What if something falls on the coffee maker and turns in on , Fortune telling,something fall coffee maker turn,5.990275,6.778828,6.6956396,5.6810136,5.476568,3.0582469,3,12,10
363,363,What if the whole kitchen sets on fire , Catastrophizing,whole kitchen set fire,5.935383,6.7443004,6.7454453,5.739872,5.4219446,3.0981095,3,12,10
364,364,My entire house will burn down , Catastrophizing,entire house burn,9.678583,5.256277,6.668111,5.9760017,5.3185477,3.2600825,5,12,10
365,365,I will be homeless , Catastrophizing,homeless,9.840516,5.405642,6.4491377,7.493756,6.9334517,7.3839493,5,5,7
366,366,The doctor probably just didn't want to let me know , Mind reading,doctor probably didnt want let know,5.7615604,4.6572337,6.0786743,6.1420884,3.7675493,4.672282,3,12,1
367,367,They want to see me so this must be really bad , Disqualifying the positive,want see must really bad,5.4155025,3.239941,5.26584,10.194772,4.9311724,8.026313,6,6,5
368,368,"The color in their work is so much more vibrant, mine doesn't look this good ", Comparing,color work much vibrant mine doesnt look good,7.2894297,5.767997,6.2086024,10.322428,6.129602,8.104978,10,9,1
369,369,I bet people think now that I am a rubbish artist , Mind reading,bet people think rubbish artist,7.102231,5.69112,6.3495393,10.386633,6.0739264,7.9480677,10,9,1
370,370,I shouldn't have posted it , Should statements,shouldnt posted,6.473352,5.5713487,6.3126645,9.946058,6.8472724,3.8555398,10,9,10
371,371,Grandma is going to be so angry with me , Mind reading,grandma going angry,4.361647,4.5336313,4.0186634,7.198528,1.8559766,6.458435,7,8,4
372,372,She is probably going to kick me out and never invite me over again , Catastrophizing,probably going kick never invite,4.1071835,4.229715,2.6992242,10.315536,1.6936436,7.068573,7,0,4
373,373,I am such an idiot , Labeling,idiot,6.9855204,4.7176256,5.9351707,9.083621,7.123666,4.7442656,10,10,8
374,374,"If I couldn't make this relationship work, I will never succeed at finding a lifelong partner ", Overgeneralization,couldnt make relationship work never succeed finding lifelong partner,3.838836,2.5824242,3.9781613,10.646809,5.7046976,6.8572454,0,2,11
375,375,I am unlovable , Labeling,unlovable,5.210677,1.8755633,4.565709,9.495277,4.8307567,6.7497673,11,2,11
376,376,"If she has cheated on me, then every next girl will probably do the same ", Overgeneralization,cheated every next girl probably,3.1526265,3.5405679,2.4280167,10.168723,2.0777452,7.4800353,7,0,4
377,377,I can't believe I have lost her now , Disqualifying the positive,cant believe lost,3.6590347,3.1022022,3.0492423,10.627687,2.174258,7.1103926,7,0,4
378,378,She will not want to see me again , Fortune telling,want see,3.452897,3.1793747,2.577467,10.393437,1.8394147,7.124872,7,0,4
379,379,She must think that I am a weirdo , Mind reading,must think weirdo,3.782421,3.960569,3.2714438,10.049184,1.479405,7.010459,7,0,4
380,380,I should have ordered a milder dish , Should statements,ordered milder dish,5.9180655,6.2952824,7.7133436,5.919628,5.9346466,2.9720743,3,9,10
381,381,I must have ordered a milder dish , Should statements,must ordered milder dish,5.8796067,6.319159,7.672767,5.9134674,5.949572,3.0055058,3,9,10
382,382,I'm late again. My boss will be furious with me like he was last week when I was late because I overslept , Overgeneralization,im late bos furious like last week late overslept,7.4511523,4.633272,7.213868,10.8655615,7.824698,4.1816196,3,3,8
383,383,I will lose my job over this , Catastrophizing,lose job,9.56957,5.913069,8.881306,10.292785,7.4977355,7.7815804,5,7,7
384,384,My present was much smaller in size than the others , Comparing,present much smaller size others,5.022847,4.5619206,5.426988,10.968966,5.5328975,8.90881,3,8,1
385,385,"She said she liked it, but she said that to everyone, so she was probably just trying to be nice ", Disqualifying the positive,said liked said everyone probably trying nice,3.7174518,3.9809434,3.089677,9.983273,1.4946966,7.4253607,7,0,4
386,386,I made this so awkward , Emotional reasoning,made awkward,6.7311945,4.9256363,6.4008775,9.732465,3.5882757,6.4822755,10,9,9
387,387,I will get murdered! , Catastrophizing,get murdered,7.866129,2.0666275,6.313259,7.4184427,4.850913,5.250599,8,5,2
388,388,My friend had been robbed last month and they broke in through the kitchen , Overgeneralization,friend robbed last month broke kitchen,5.500908,5.7536674,4.5575824,8.049283,4.178769,8.969548,9,8,1
389,389,Something scary is in the kitchen , Emotional reasoning,something scary kitchen,5.937028,6.7294517,6.657353,5.7499423,5.515622,3.00379,3,12,10
390,390,"I have never done bowling before, so I will definitely be bad at this ", All-or-nothing thinking,never done bowling definitely bad,9.13113,3.0961478,5.563623,10.433903,6.2938967,6.564775,1,1,5
391,391,Maybe they invited me to make fun of me , Mind reading,maybe invited make fun,5.206178,3.3902173,5.2199545,10.658525,5.2597675,8.358978,6,6,5
392,392,Maybe they knew that I would make a fool of myself , Mind reading,maybe knew would make fool,5.4299827,3.3457766,5.7556453,10.605793,5.3005586,8.345187,6,6,5
393,393,Something bad has happened to him , Catastrophizing,something bad happened,3.2378294,4.9716153,3.923438,8.2944,3.3519607,8.516958,0,8,6
394,394,Maybe he doesn't like me anymore , Mind reading,maybe doesnt like anymore,2.9672923,4.8223114,2.9722996,9.055282,3.1558268,8.137808,0,4,6
395,395,Maybe doesn't want to be my friend any longer , Mind reading,maybe doesnt want friend longer,3.0590966,4.275816,3.155211,9.365762,3.1425838,7.9863086,7,0,4
396,396,I should have messaged him earlier , Should statements,messaged earlier,2.8957362,4.965887,3.0972786,8.663215,3.3547068,8.309167,0,4,6
397,397,I must message him earlier , Should statements,must message earlier,2.8101196,4.9501467,3.235318,8.739713,3.6167216,8.174638,0,4,6
398,398,I am such a bad friend , Labeling,bad friend,4.797985,3.6902533,5.7418876,9.149016,4.040874,6.5877943,6,10,9
399,399,Her health could decline further , Fortune telling,health could decline,5.168792,4.91611,5.1774178,6.5802226,3.446502,5.00653,3,12,12
400,400,She could die , Catastrophizing,could die,5.239741,4.822632,5.2487082,6.5753903,3.4425411,4.992502,3,12,12
401,401,I should have visited her more often , Should statements,visited often,3.5553892,3.4308755,2.8381286,10.433664,2.0027106,7.119421,7,0,4
402,402,She probably thinks I am the worst grandchild ever , Mind reading,probably think worst grandchild ever,4.118573,4.4146147,3.8696978,6.8619404,1.7653587,6.3793883,7,8,4
403,403,I should have spent more time reading reviews before buying , Should statements,spent time reading review buying,6.3900456,5.512028,7.036517,9.857764,7.607956,4.8674083,3,9,8
404,404,"I can return it and get a different one, but I have wasted so much time ", Disqualifying the positive,return get different one wasted much time,6.5784593,5.2050686,7.2332625,9.816009,5.5737863,8.870707,3,3,1
405,405,My niece's birthday party had twice the amount of people , Comparing,niece birthday party twice amount people,5.1624,4.3614163,5.462763,11.066969,5.6443577,8.661053,3,6,5
406,406,I bet more people will cancel , Fortune telling,bet people cancel,9.839421,5.414259,8.957454,9.926576,5.8626738,8.516094,5,7,5
407,407,There will be very few people there , Fortune telling,people,5.295719,4.16962,5.5496373,11.170457,5.8967977,8.571276,3,6,5
408,408,"If there aren't many people there, the party simply can't be a success ", All-or-nothing thinking,arent many people party simply cant success,5.2305207,4.1800914,5.4963837,11.1215925,5.788028,8.587189,3,6,5
409,409,"Because I lost the elections, I'm a zero ", All-or-nothing thinking,lost election im zero,7.153592,2.7845616,7.604138,8.521464,6.967232,6.3914514,4,1,0
410,410,I got a B on my exam. I'm a total failure , All-or-nothing thinking,got b exam im total failure,9.047104,3.8006933,9.026509,8.378305,8.791541,6.409888,1,11,3
411,411,The birds are always crapping on my window , Overgeneralization,bird always crapping window,6.893645,4.2952867,8.1104555,10.291038,4.661178,8.724605,6,3,1
412,412,I'm never going to get a date , Overgeneralization,im never going get date,4.633679,1.5661594,4.0388465,10.61416,5.8626084,7.098854,11,2,11
413,413,My boss complimented me but they are just being nice , Disqualifying the positive,bos complimented nice,7.9205914,5.887476,7.3116417,11.360318,6.3008366,8.060942,10,3,8
414,414,Getting good marks was a fluke. It doesn't count , Disqualifying the positive,getting good mark fluke doesnt count,9.435892,4.0085096,9.304555,8.336955,8.7162285,6.32605,1,11,3
415,415,I made a mistake. How terrible , Catastrophizing,made mistake terrible,6.878931,4.8120055,6.737184,9.701809,7.1566257,4.7994866,10,9,8
416,416,I'm always a horrible mother , All-or-nothing thinking,im always horrible mother,4.6521974,6.343914,3.7973776,6.455061,2.5754378,5.517268,9,8,9
417,417,I'm never going to get it together , All-or-nothing thinking,im never going get together,8.087387,2.9152641,8.165817,9.568537,6.699153,6.4683514,12,1,7
418,418,My neighbor rushed by me and didn't even acknowledge me. I must have done something wrong , Mind reading,neighbor rushed didnt even acknowledge must done something wrong,5.7991853,5.448619,5.038815,9.928739,4.4564633,9.002709,10,6,1
419,419,"I submitted my application, but I already know they won't call me back for an interview. ", Fortune telling,submitted application already know wont call back interview,8.897889,6.4162035,9.1947365,10.858973,8.071331,7.6823792,5,7,7
420,420,Why did I use that word in that email? I'm sure I'm going to get fired , Catastrophizing,use word email im sure im going get fired,9.5919485,5.8980956,9.135319,10.654199,7.5014544,7.8298583,5,7,7
421,421,"Yeah I got a raise, but it's not big deal ", Disqualifying the positive,yeah got raise big deal,8.201539,6.265522,8.187134,11.415576,7.6204133,8.074448,10,3,7
422,422,"I feel like crap, so I'm probably a crappy person ", Emotional reasoning,feel like crap im probably crappy person,7.430958,2.4972527,6.5828276,8.22706,5.0401764,5.3566165,2,10,2
423,423,I should really exercise more , Should statements,really exercise,8.873586,1.4512637,7.817011,6.9781184,5.9100046,4.192504,8,12,2
424,424,My brother should have talked to me before he made any decisions about where our family is going , Should statements,brother talked made decision family going,3.9096491,5.6832786,4.4118543,7.386339,2.8040643,6.552894,9,8,6
425,425,I'm so gross , Labeling,im gross,6.6751738,3.342865,5.773866,8.937056,4.433683,6.0393295,4,10,9
426,426,He's so inconsiderate , Labeling,he inconsiderate,3.5123172,5.279011,3.493579,8.303202,2.9580004,8.868942,0,4,6
427,427,I'm a huge nobody , Labeling,im huge nobody,6.4240737,2.2110922,4.6656795,8.7249775,4.973275,6.5371485,4,2,11
428,428,"They didn't like me, I'm unlovable ", All-or-nothing thinking,didnt like im unlovable,5.3025737,2.232232,4.841566,9.693431,4.5545244,7.14765,11,2,11
429,429,Our relationship ended because I was a bad partner , Personalization,relationship ended bad partner,3.8591359,2.8247845,2.2882488,8.873211,2.9058387,7.3538723,0,4,4
430,430,Our project is slowed down because they never made a point to contact me. This is all their fault , Blaming,project slowed never made point contact fault,7.9718966,5.448038,7.5604205,10.522817,8.55494,5.4687896,10,3,8
431,431,We were late to the dinner party and caused the hostess to overcook the meal , Personalization,late dinner party caused hostess overcook meal,5.9608073,6.0997734,7.4862223,6.181773,6.0382724,3.1432624,3,6,10
432,432,"If I had only pushed my husband to leave on time, this wouldn't have happened ", Personalization,pushed husband leave time wouldnt happened,3.4128127,5.9226003,2.4945908,8.186433,2.469778,8.679965,0,4,6
433,433,Stop making me feel bad about myself , Blaming,stop making feel bad,6.183487,1.7724644,5.8796186,8.235675,4.758546,5.901565,4,5,12
434,434,I shouldn't be so lazy , Should statements,shouldnt lazy,7.833955,4.8017583,6.693787,9.556258,7.1130238,4.2416806,5,9,8
435,435,"I feel it, therefore it must be true ", Emotional reasoning,feel therefore must true,6.9861026,2.9949143,6.1721253,8.778022,4.6477213,5.665071,4,10,12
436,436,I'm a loser , Labeling,im loser,6.997281,2.7776186,6.112491,8.629483,5.8310304,6.345435,4,10,0
437,437,I've blown my diet completely , All-or-nothing thinking,ive blown diet completely,9.089804,1.4284652,7.953387,6.4838758,5.8157506,4.014719,8,12,2
438,438,I feel guilty. I must be a rotten person , Emotional reasoning,feel guilty must rotten person,6.419555,3.462045,6.186973,8.861759,4.364824,6.01954,4,10,9
439,439,I feel hopeless. I must be hopeless , Emotional reasoning,feel hopeless must hopeless,7.439104,2.8545864,6.3457956,8.594138,5.2138977,5.474179,4,10,0
440,440,I shouldn't eat that doughnut , Should statements,shouldnt eat doughnut,6.253263,5.6229024,7.812347,6.095963,6.5621295,3.5337393,10,9,10
441,441,He shouldn't have been so stubborn , Should statements,shouldnt stubborn,3.299377,5.342728,3.6159747,8.277844,2.8698502,9.031131,0,9,6
442,442,I shouldn't have made so many mistakes , Should statements,shouldnt made many mistake,6.9367805,4.8539505,6.5485554,9.686156,7.234993,4.6992064,10,9,8
443,443,"If only I were better in bed, he wouldn't beat me ", Personalization,better bed wouldnt beat,2.6591368,5.31081,3.6284091,8.786683,3.7892017,8.694559,0,4,6
444,444,The reason my marriage is so lousy is because my spouse is totally unreasonable , Blaming,reason marriage lousy spouse totally unreasonable,3.256659,5.928233,2.524414,8.068658,2.195968,8.233085,0,4,6
445,445,I never say the right thing , Overgeneralization,never say right thing,7.204823,3.5794077,7.1900635,9.383737,6.7358937,5.040039,12,1,0
446,446,Nothing ever goes my way , Overgeneralization,nothing ever go way,7.745939,3.1499643,7.6967077,9.260266,6.592386,5.1718936,12,1,0
447,447,I felt awkward during my job interview. I am always so awkward , Overgeneralization,felt awkward job interview always awkward,8.854181,6.221526,6.239979,10.22618,8.017905,7.4180665,5,3,7
448,448,My mom is always upset. She would be fine if I did more to help her , Personalization,mom always upset would fine help,4.8605223,5.588248,3.9339764,7.1026673,2.1580114,6.2435546,9,8,9
449,449,She probably thinks I'm ugly , Mind reading,probably think im ugly,3.7402785,3.8797383,3.5629623,9.953025,1.4912726,6.967726,7,0,4
450,450,"I feel like a bad friend, therefore I must be a bad friend ", Emotional reasoning,feel like bad friend therefore must bad friend,5.8952417,3.0497632,5.913041,8.985946,4.2340293,6.565195,6,10,9
451,451,I should always be friendly , Should statements,always friendly,5.501217,2.8600764,5.7329073,9.481379,4.273173,6.9772673,6,6,9
452,452,I never do a good enough job on anything , All-or-nothing thinking,never good enough job anything,7.865961,4.09048,7.8600097,9.531094,6.6587195,5.6638727,12,1,0
453,453,"I made a mistake, therefore I'm a failure ", All-or-nothing thinking,made mistake therefore im failure,8.034106,3.9697223,7.822377,8.754576,7.35392,5.4869056,12,1,8
454,454,"I ate more than I planned, so I blew my diet completely ", All-or-nothing thinking,ate planned blew diet completely,9.121708,1.4520513,7.9213986,6.434502,5.8435135,4.1198893,8,12,2
455,455,I will fail and it will be unbearable , Fortune telling,fail unbearable,9.237829,3.420135,8.357623,8.577244,8.349524,6.745838,1,1,3
456,456,"I passed the exam, but I was just lucky ", Disqualifying the positive,passed exam lucky,9.602032,3.889593,9.07322,8.540859,8.874853,6.4223533,1,11,3
457,457,Going to college is not a big deal; anyone can do it , Disqualifying the positive,going college big deal anyone,9.438287,3.7658527,8.915614,9.2394,7.5713544,6.8479953,1,7,7
458,458,"I feel she loves me, so it must be true ", Emotional reasoning,feel love must true,3.2165277,3.6224377,2.9832942,10.362724,1.7284989,7.0418916,7,0,4
459,459,"I am terrified of planes, so it must be dangerous ", Emotional reasoning,terrified plane must dangerous,6.7717133,3.8836496,5.917673,6.335171,3.8300765,5.0097637,3,12,12
460,460,I got a B. This proves how inferior I am , Catastrophizing,got b prof inferior,9.437646,4.062137,9.087179,8.355007,8.85296,6.3786507,1,11,3
461,461,I got an A. It doesn't mean I'm smart , Catastrophizing,got doesnt mean im smart,9.483701,3.993812,9.085908,8.375067,8.860577,6.391714,1,11,3
462,462,He's thinking I have failed , Mind reading,he thinking failed,3.0333655,5.124326,7.939285,8.565829,3.3178427,8.537404,0,1,6
463,463,She thought I didn't know the project , Mind reading,thought didnt know project,3.9666348,4.116452,3.1919532,10.399501,1.5299321,6.8579497,7,0,4
464,464,He knows I do not like to be touched this way , Mind reading,know like touched way,2.8497658,5.1659894,3.2671814,8.652916,3.2976577,8.594552,0,4,6
465,465,"Every time I take a day off from work, it rains ", Overgeneralization,every time take day work rain,7.489527,4.816368,8.21734,10.399872,6.9903154,4.933836,5,3,8
466,466,You only pay attention to me when I cook food , Overgeneralization,pay attention cook food,5.740976,6.3357067,7.347096,5.8098087,5.6833863,3.0593653,3,12,10
467,467,My husband left me because I was a bad wife , Personalization,husband left bad wife,3.3974857,5.9713535,2.319333,8.696229,2.7406359,7.6419744,0,4,4
468,468,I should have been a better mother , Should statements,better mother,4.77817,6.3069825,3.7621303,6.4335732,2.5240157,5.6141233,9,8,9
469,469,He should have married Ann instead of Mary , Should statements,married ann instead mary,3.5076911,3.9057007,3.2560215,10.115866,1.4945925,7.442487,7,0,4
470,470,My parents are the ones to blame for my unhappiness , Blaming,parent one blame unhappiness,5.5991125,3.6137996,4.9916983,8.0583515,4.208084,6.937191,6,8,12
471,471,It is my fault that my son married a selfish and uncaring person , Personalization,fault son married selfish uncaring person,3.7452257,6.1071424,2.7907624,7.9548173,2.3963656,5.851141,9,4,9
472,472,My father always prefers my elder brother , Comparing,father always prefers elder brother,5.4048123,3.6405578,4.2066464,7.4255247,2.751391,6.4774404,6,8,6
473,473,She is more successful than I am , Comparing,successful,8.720152,4.167248,3.460839,10.173937,6.222503,7.370876,1,0,7
474,474,He thinks I'm an idiot , Mind reading,think im idiot,2.943061,5.193866,3.4635913,8.698482,3.2973888,8.575257,0,4,6
475,475,"If I talk, I will mess up and not say what I mean ", Fortune telling,talk mess say mean,5.7480173,3.4656737,5.834908,9.772156,4.967366,7.721198,6,6,5
476,476,I will never get into college , Fortune telling,never get college,9.399155,4.427517,9.071562,9.478462,7.136299,6.9336486,1,7,7
477,477,I'm disgusting , Labeling,im disgusting,6.7287693,3.2072608,5.73111,8.790462,4.5932913,6.1687856,4,10,9
478,478,He's horrible , Labeling,he horrible,3.6888196,5.136998,3.8812683,8.209307,3.3457723,8.5801115,0,8,6
479,479,She's irrelevant , Labeling,shes irrelevant,5.633778,2.391236,3.2774775,10.309741,1.8302072,6.70704,4,0,4
480,480,"That's what I'm supposed to do, so it doesn't count ", Disqualifying the positive,thats im supposed doesnt count,7.9397764,4.8492303,6.485986,9.868986,7.03017,5.195706,5,9,0
481,481,"Those successes were easy, so they don't matter ", Disqualifying the positive,success easy dont matter,8.850002,4.111573,9.078923,8.690888,7.5679183,6.1271424,1,11,0
482,482,I fail all the time , Overgeneralization,fail time,9.254414,3.719577,8.199999,8.45276,7.505096,6.063873,1,1,3
483,483,It was a waste of time , All-or-nothing thinking,waste time,7.6899033,3.937614,7.198246,9.825151,6.115373,6.4314156,12,9,0
484,484,I get rejected by everyone , All-or-nothing thinking,get rejected everyone,4.5977015,1.6614093,5.0725875,9.428943,5.2647233,7.4305177,11,2,11
485,485,I should do well , Should statements,well,9.185157,3.2862835,7.0724893,8.91843,8.511612,6.8401484,1,1,3
486,486,My relationship ended because I wasn't fun enough , Personalization,relationship ended wasnt fun enough,4.3715963,2.2842202,2.442397,8.987685,2.9317973,7.3479767,11,4,4
487,487,It was my fault my group got a bad grade , Personalization,fault group got bad grade,8.241093,5.03755,9.310764,8.177857,8.953304,6.149399,10,11,3
488,488,She's to blame for the way I feel , Blaming,shes blame way feel,3.8118353,3.5143008,3.4109523,10.015759,2.3442192,6.9774175,7,8,4
489,489,My parents caused all my problems , Blaming,parent caused problem,5.5873613,3.5826566,5.002915,8.134824,4.152288,7.0526586,6,8,12
490,490,My teacher is the reason I'm not doing well , Blaming,teacher reason im well,9.520879,3.7376642,9.217098,8.006219,9.084825,6.303911,1,11,3
491,491,"I feel anxious, therefore I must be in danger ", Emotional reasoning,feel anxious therefore must danger,6.631035,3.9536114,5.961021,6.3146267,3.9011145,4.9175014,3,12,12
